Number,Serie,Test,H1/3 deep,Hmo deep,T1/3 deep,Tp deep,"Tm0,2 deep","Tm-1,0 deep",Lp deep,shallow 1 deep 3,beta,H1/3 toe,Hmo toe,T1/3 toe,Tp toe,"Tm0,2 toe","Tm-1,0 toe",Lp toe,shallow 1 deep 3,H1/3 trans,Hmo trans,Hmo trans at Lp toe,Kt,kr,hdeep,h,ht,hb,hc,Rc,Ac,m,toe1 or berm2,Wb,Wh,Wt,Dn50 A,tA,Dn50 F,tF,Dn50 C,tC,p,P,Gc,B,cot_ d f,cot_ incl f,cot_ excl f,cot_ u f,cot_ u b,_f,"s-1,0",Hm0/Dn50,Rc/Hmo,B/Hmo,
539,Ahrens (1987),Ahr-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.144,2.857,3.000,2.381,2.727,4.608,1,0.000,0.085,0.085,0.592,0.000,0.000,0.250,0.250,0.000,0.176,-0.074,-0.074,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.248,1.500,1.500,1.500,1.500,1.500,0.400,0.012,7.553,-0.516,1.728,
540,Ahrens (1987),Ahr-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.114,2.648,2.780,2.206,2.527,4.257,1,0.000,0.072,0.072,0.633,0.000,0.000,0.250,0.250,0.000,0.198,-0.052,-0.052,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.244,1.500,1.500,1.500,1.500,1.500,0.400,0.011,5.989,-0.453,2.144,
541,Ahrens (1987),Ahr-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.078,2.629,2.760,2.190,2.509,4.225,1,0.000,0.050,0.050,0.645,0.000,0.000,0.250,0.250,0.000,0.226,-0.024,-0.024,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.253,1.500,1.500,1.500,1.500,1.500,0.400,0.008,4.111,-0.312,3.236,
542,Ahrens (1987),Ahr-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.039,2.619,2.750,2.183,2.500,4.209,1,0.000,0.024,0.024,0.607,0.000,0.000,0.250,0.250,0.000,0.244,-0.006,-0.006,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.247,1.500,1.500,1.500,1.500,1.500,0.400,0.004,2.047,-0.144,6.339,
543,Ahrens (1987),Ahr-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.157,2.810,2.950,2.341,2.682,4.528,1,0.000,0.092,0.092,0.583,0.000,0.000,0.250,0.250,0.000,0.171,-0.079,-0.079,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.247,1.500,1.500,1.500,1.500,1.500,0.400,0.014,8.274,-0.503,1.571,
544,Ahrens (1987),Ahr-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.055,3.362,3.530,2.802,3.209,5.451,1,0.000,0.034,0.034,0.623,0.000,0.000,0.250,0.250,0.000,0.238,-0.012,-0.012,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.241,1.500,1.500,1.500,1.500,1.500,0.400,0.003,2.874,-0.220,4.421,
545,Ahrens (1987),Ahr-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.101,3.352,3.520,2.794,3.200,5.435,1,0.000,0.068,0.068,0.679,0.000,0.000,0.250,0.250,0.000,0.189,-0.061,-0.061,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.248,1.500,1.500,1.500,1.500,1.500,0.400,0.006,5.300,-0.609,2.461,
546,Ahrens (1987),Ahr-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.143,3.429,3.600,2.857,3.273,5.562,1,0.000,0.089,0.089,0.624,0.000,0.000,0.250,0.250,0.000,0.165,-0.085,-0.085,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.251,1.500,1.500,1.500,1.500,1.500,0.400,0.009,7.500,-0.597,1.763,
547,Ahrens (1987),Ahr-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.161,3.467,3.640,2.889,3.309,5.625,1,0.000,0.095,0.095,0.588,0.000,0.000,0.250,0.250,0.000,0.159,-0.091,-0.091,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.248,1.500,1.500,1.500,1.500,1.500,0.400,0.009,8.474,-0.566,1.543,
548,Ahrens (1987),Ahr-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.115,1.381,1.450,1.151,1.318,2.088,1,0.000,0.063,0.063,0.553,0.000,0.000,0.250,0.250,0.000,0.219,-0.031,-0.031,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.242,1.500,1.500,1.500,1.500,1.500,0.400,0.042,6.026,-0.269,2.116,
549,Ahrens (1987),Ahr-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.101,1.390,1.460,1.159,1.327,2.104,1,0.000,0.057,0.057,0.568,0.000,0.000,0.250,0.250,0.000,0.219,-0.031,-0.031,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.246,1.500,1.500,1.500,1.500,1.500,0.400,0.037,5.305,-0.310,2.438,
550,Ahrens (1987),Ahr-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.088,2.133,2.240,1.778,2.036,3.389,1,0.000,0.057,0.057,0.640,0.000,0.000,0.250,0.250,0.000,0.218,-0.032,-0.032,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.250,1.500,1.500,1.500,1.500,1.500,0.400,0.014,4.647,-0.360,2.830,
551,Ahrens (1987),Ahr-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.116,2.667,2.800,2.222,2.545,4.289,1,0.000,0.075,0.075,0.653,0.000,0.000,0.250,0.250,0.000,0.193,-0.057,-0.057,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.250,1.500,1.500,1.500,1.500,1.500,0.400,0.011,6.079,-0.494,2.165,
552,Ahrens (1987),Ahr-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.104,3.419,3.590,2.849,3.264,5.546,1,0.000,0.071,0.071,0.687,0.000,0.000,0.250,0.250,0.000,0.183,-0.067,-0.067,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.248,1.500,1.500,1.500,1.500,1.500,0.400,0.006,5.463,-0.649,2.390,
553,Ahrens (1987),Ahr-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.150,3.457,3.630,2.881,3.300,5.609,1,0.000,0.091,0.091,0.606,0.000,0.000,0.250,0.250,0.000,0.167,-0.083,-0.083,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.248,1.500,1.500,1.500,1.500,1.500,0.400,0.009,7.884,-0.554,1.656,
554,Ahrens (1987),Ahr-2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.059,2.133,2.240,1.778,2.036,3.389,1,0.000,0.042,0.042,0.710,0.000,0.000,0.250,0.250,0.000,0.200,-0.050,-0.050,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.200,1.500,1.500,1.500,1.500,1.500,0.400,0.009,3.089,-0.853,3.405,
555,Ahrens (1987),Ahr-2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.059,2.124,2.230,1.770,2.027,3.372,1,0.000,0.046,0.046,0.785,0.000,0.000,0.250,0.250,0.000,0.169,-0.081,-0.081,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.171,1.500,1.500,1.500,1.500,1.500,0.400,0.009,3.089,-1.387,2.913,
556,Ahrens (1987),Ahr-2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,2.124,2.230,1.770,2.027,3.372,1,0.000,0.047,0.047,0.788,0.000,0.000,0.250,0.250,0.000,0.159,-0.091,-0.091,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.159,1.500,1.500,1.500,1.500,1.500,0.400,0.009,3.132,-1.528,2.671,
557,Ahrens (1987),Ahr-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.114,1.400,1.470,1.167,1.336,2.121,1,0.000,0.052,0.052,0.456,0.000,0.000,0.250,0.250,0.000,0.247,-0.003,-0.003,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.292,1.500,1.500,1.500,1.500,1.500,0.400,0.041,5.979,-0.025,2.568,
558,Ahrens (1987),Ahr-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.095,1.381,1.450,1.151,1.318,2.088,1,0.000,0.040,0.040,0.427,0.000,0.000,0.250,0.250,0.000,0.264,0.014,0.014,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.305,1.500,1.500,1.500,1.500,1.500,0.400,0.035,4.979,0.151,3.222,
559,Ahrens (1987),Ahr-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.078,1.371,1.440,1.143,1.309,2.071,1,0.000,0.024,0.024,0.309,0.000,0.000,0.250,0.250,0.000,0.280,0.030,0.030,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.296,1.500,1.500,1.500,1.500,1.500,0.400,0.029,4.116,0.389,3.785,
560,Ahrens (1987),Ahr-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.055,1.371,1.440,1.143,1.309,2.071,1,0.000,0.013,0.013,0.233,0.000,0.000,0.250,0.250,0.000,0.294,0.044,0.044,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.296,1.500,1.500,1.500,1.500,1.500,0.400,0.021,2.895,0.796,5.387,
561,Ahrens (1987),Ahr-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.028,1.371,1.440,1.143,1.309,2.071,1,0.000,0.007,0.007,0.255,0.000,0.000,0.250,0.250,0.000,0.295,0.045,0.045,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.296,1.500,1.500,1.500,1.500,1.500,0.400,0.011,1.484,1.596,10.507,
562,Ahrens (1987),Ahr-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.156,2.838,2.980,2.365,2.709,4.576,1,0.000,0.082,0.082,0.526,0.000,0.000,0.250,0.250,0.000,0.193,-0.057,-0.057,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.298,1.500,1.500,1.500,1.500,1.500,0.400,0.014,8.226,-0.367,1.907,
563,Ahrens (1987),Ahr-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.138,2.857,3.000,2.381,2.727,4.608,1,0.000,0.080,0.080,0.580,0.000,0.000,0.250,0.250,0.000,0.198,-0.052,-0.052,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.292,1.500,1.500,1.500,1.500,1.500,0.400,0.012,7.242,-0.379,2.120,
564,Ahrens (1987),Ahr-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.110,2.676,2.810,2.230,2.555,4.305,1,0.000,0.062,0.062,0.563,0.000,0.000,0.250,0.250,0.000,0.223,-0.027,-0.027,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.294,1.500,1.500,1.500,1.500,1.500,0.400,0.011,5.779,-0.242,2.681,
565,Ahrens (1987),Ahr-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.075,2.686,2.820,2.238,2.564,4.321,1,0.000,0.038,0.038,0.502,0.000,0.000,0.250,0.250,0.000,0.259,0.009,0.009,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.293,1.500,1.500,1.500,1.500,1.500,0.400,0.007,3.942,0.117,3.907,
566,Ahrens (1987),Ahr-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.037,2.657,2.790,2.214,2.536,4.273,1,0.000,0.012,0.012,0.337,0.000,0.000,0.250,0.250,0.000,0.285,0.035,0.035,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.298,1.500,1.500,1.500,1.500,1.500,0.400,0.004,1.937,0.959,8.109,
567,Ahrens (1987),Ahr-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.134,2.124,2.230,1.770,2.027,3.372,1,0.000,0.072,0.072,0.537,0.000,0.000,0.250,0.250,0.000,0.217,-0.033,-0.033,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.293,1.500,1.500,1.500,1.500,1.500,0.400,0.021,7.042,-0.244,2.189,
568,Ahrens (1987),Ahr-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.112,2.162,2.270,1.802,2.064,3.437,1,0.000,0.061,0.061,0.546,0.000,0.000,0.250,0.250,0.000,0.240,-0.010,-0.010,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.294,1.500,1.500,1.500,1.500,1.500,0.400,0.017,5.879,-0.088,2.630,
569,Ahrens (1987),Ahr-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.084,2.143,2.250,1.786,2.045,3.405,1,0.000,0.041,0.041,0.496,0.000,0.000,0.250,0.250,0.000,0.260,0.010,0.010,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.294,1.500,1.500,1.500,1.500,1.500,0.400,0.013,4.395,0.120,3.519,
570,Ahrens (1987),Ahr-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.057,2.181,2.290,1.817,2.082,3.469,1,0.000,0.021,0.021,0.362,0.000,0.000,0.250,0.250,0.000,0.280,0.030,0.030,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.298,1.500,1.500,1.500,1.500,1.500,0.400,0.008,3.011,0.521,5.212,
571,Ahrens (1987),Ahr-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.029,2.171,2.280,1.810,2.073,3.453,1,0.000,0.009,0.009,0.298,0.000,0.000,0.250,0.250,0.000,0.293,0.043,0.043,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.293,1.500,1.500,1.500,1.500,1.500,0.400,0.004,1.521,1.484,10.135,
572,Ahrens (1987),Ahr-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.055,3.390,3.560,2.825,3.236,5.498,1,0.000,0.022,0.022,0.392,0.000,0.000,0.250,0.250,0.000,0.281,0.031,0.031,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.294,1.500,1.500,1.500,1.500,1.500,0.400,0.003,2.900,0.557,5.343,
573,Ahrens (1987),Ahr-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.106,3.410,3.580,2.841,3.255,5.530,1,0.000,0.070,0.070,0.663,0.000,0.000,0.250,0.250,0.000,0.209,-0.042,-0.042,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.296,1.500,1.500,1.500,1.500,1.500,0.400,0.006,5.584,-0.391,2.793,
574,Ahrens (1987),Ahr-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.102,3.352,3.520,2.794,3.200,5.435,1,0.000,0.063,0.063,0.619,0.000,0.000,0.250,0.250,0.000,0.214,-0.036,-0.036,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.295,1.500,1.500,1.500,1.500,1.500,0.400,0.006,5.353,-0.354,2.901,
575,Ahrens (1987),Ahr-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.146,3.400,3.570,2.833,3.245,5.514,1,0.000,0.083,0.083,0.570,0.000,0.000,0.250,0.250,0.000,0.184,-0.067,-0.067,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.297,1.500,1.500,1.500,1.500,1.500,0.400,0.009,7.689,-0.455,2.032,
576,Ahrens (1987),Ahr-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.158,3.429,3.600,2.857,3.273,5.562,1,0.000,0.091,0.091,0.578,0.000,0.000,0.250,0.250,0.000,0.174,-0.076,-0.076,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.301,1.500,1.500,1.500,1.500,1.500,0.400,0.009,8.326,-0.482,1.901,
577,Ahrens (1987),Ahr-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.026,3.352,3.520,2.794,3.200,5.435,1,0.000,0.009,0.009,0.341,0.000,0.000,0.250,0.250,0.000,0.288,0.038,0.038,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.294,1.500,1.500,1.500,1.500,1.500,0.400,0.002,1.374,1.456,11.257,
578,Ahrens (1987),Ahr-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.132,2.143,2.250,1.786,2.045,3.405,1,0.000,0.072,0.072,0.544,0.000,0.000,0.250,0.250,0.000,0.221,-0.029,-0.029,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.290,1.500,1.500,1.500,1.500,1.500,0.400,0.020,6.963,-0.221,2.191,
579,Ahrens (1987),Ahr-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.156,2.762,2.900,2.302,2.636,4.448,1,0.000,0.083,0.083,0.532,0.000,0.000,0.250,0.250,0.000,0.195,-0.056,-0.056,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.297,1.500,1.500,1.500,1.500,1.500,0.400,0.014,8.205,-0.356,1.904,
580,Ahrens (1987),Ahr-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.158,3.352,3.520,2.794,3.200,5.435,1,0.000,0.088,0.088,0.556,0.000,0.000,0.250,0.250,0.000,0.180,-0.070,-0.070,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.287,1.500,1.500,1.500,1.500,1.500,0.400,0.010,8.337,-0.441,1.814,
581,Ahrens (1987),Ahr-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.104,1.362,1.430,1.135,1.300,2.054,1,0.000,0.046,0.046,0.442,0.000,0.000,0.250,0.250,0.000,0.241,-0.009,-0.009,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.292,1.500,1.500,1.500,1.500,1.500,0.400,0.039,5.484,-0.085,2.805,
582,Ahrens (1987),Ahr-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.111,1.390,1.460,1.159,1.327,2.104,1,0.000,0.050,0.050,0.448,0.000,0.000,0.250,0.250,0.000,0.259,0.009,0.009,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.291,1.500,1.500,1.500,1.500,1.500,0.400,0.040,5.821,0.082,2.635,
583,Ahrens (1987),Ahr-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.084,2.143,2.250,1.786,2.045,3.405,1,0.000,0.041,0.041,0.488,0.000,0.000,0.250,0.250,0.000,0.266,0.016,0.016,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.290,1.500,1.500,1.500,1.500,1.500,0.400,0.013,4.437,0.191,3.442,
584,Ahrens (1987),Ah3-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.109,2.771,2.910,2.310,2.645,4.464,1,0.000,0.062,0.062,0.569,0.000,0.000,0.250,0.250,0.000,0.220,-0.030,-0.030,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.294,1.500,1.500,1.500,1.500,1.500,0.400,0.010,5.732,-0.275,2.703,
585,Ahrens (1987),Ah3-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.026,3.419,3.590,2.849,3.264,5.546,1,0.000,0.009,0.009,0.355,0.000,0.000,0.250,0.250,0.000,0.281,0.031,0.031,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.292,1.500,1.500,1.500,1.500,1.500,0.400,0.002,1.363,1.197,11.286,
586,Ahrens (1987),Ahr-4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.055,2.152,2.260,1.794,2.055,3.421,1,0.000,0.039,0.039,0.713,0.000,0.000,0.250,0.250,0.000,0.194,-0.056,-0.056,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.195,1.500,1.500,1.500,1.500,1.500,0.400,0.008,2.900,-1.018,3.530,
587,Ahrens (1987),Ahr-4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.027,2.133,2.240,1.778,2.036,3.389,1,0.000,0.021,0.021,0.779,0.000,0.000,0.250,0.250,0.000,0.180,-0.070,-0.070,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.180,1.500,1.500,1.500,1.500,1.500,0.400,0.004,1.432,-2.581,6.621,
588,Ahrens (1987),Ahr-4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.055,2.114,2.220,1.762,2.018,3.356,1,0.000,0.042,0.042,0.772,0.000,0.000,0.250,0.250,0.000,0.178,-0.072,-0.072,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.180,1.500,1.500,1.500,1.500,1.500,0.400,0.009,2.868,-1.316,3.299,
589,Ahrens (1987),Ahr-4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.084,2.124,2.230,1.770,2.027,3.372,1,0.000,0.060,0.060,0.722,0.000,0.000,0.250,0.250,0.000,0.178,-0.072,-0.072,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.178,1.500,1.500,1.500,1.500,1.500,0.400,0.013,4.395,-0.862,2.135,
590,Ahrens (1987),Ahr-4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.112,2.124,2.230,1.770,2.027,3.372,1,0.000,0.073,0.073,0.656,0.000,0.000,0.250,0.250,0.000,0.179,-0.071,-0.071,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.178,1.500,1.500,1.500,1.500,1.500,0.400,0.017,5.884,-0.639,1.592,
591,Ahrens (1987),Ahr-4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.133,2.124,2.230,1.770,2.027,3.372,1,0.000,0.080,0.080,0.606,0.000,0.000,0.250,0.250,0.000,0.180,-0.070,-0.070,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.179,1.500,1.500,1.500,1.500,1.500,0.400,0.021,6.984,-0.527,1.346,
592,Ahrens (1987),Ahr-4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.032,1.371,1.440,1.143,1.309,2.071,1,0.000,0.021,0.021,0.669,0.000,0.000,0.250,0.250,0.000,0.179,-0.071,-0.071,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.180,1.500,1.500,1.500,1.500,1.500,0.400,0.012,1.668,-2.243,5.681,
593,Ahrens (1987),Ahr-4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.056,1.371,1.440,1.143,1.309,2.071,1,0.000,0.040,0.040,0.716,0.000,0.000,0.250,0.250,0.000,0.177,-0.073,-0.073,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.179,1.500,1.500,1.500,1.500,1.500,0.400,0.021,2.926,-1.306,3.218,
594,Ahrens (1987),Ahr-4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.080,1.371,1.440,1.143,1.309,2.071,1,0.000,0.052,0.052,0.653,0.000,0.000,0.250,0.250,0.000,0.177,-0.073,-0.073,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.177,1.500,1.500,1.500,1.500,1.500,0.400,0.030,4.205,-0.916,2.220,
595,Ahrens (1987),Ahr-4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.092,1.371,1.440,1.143,1.309,2.071,1,0.000,0.061,0.061,0.663,0.000,0.000,0.250,0.250,0.000,0.176,-0.074,-0.074,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.176,1.500,1.500,1.500,1.500,1.500,0.400,0.034,4.853,-0.807,1.909,
596,Ahrens (1987),Ahr-4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.112,1.390,1.460,1.159,1.327,2.104,1,0.000,0.067,0.067,0.597,0.000,0.000,0.250,0.250,0.000,0.177,-0.073,-0.073,15.000,2,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,1.000,0.600,0.000,0.176,1.500,1.500,1.500,1.500,1.500,0.400,0.041,5.889,-0.651,1.569,
