Number,Serie,Test,H1/3 deep,Hmo deep,T1/3 deep,Tp deep,"Tm0,2 deep","Tm-1,0 deep",Lp deep,shallow 1 deep 3,beta,H1/3 toe,Hmo toe,T1/3 toe,Tp toe,"Tm0,2 toe","Tm-1,0 toe",Lp toe,shallow 1 deep 3,H1/3 trans,Hmo trans,Hmo trans at Lp toe,Kt,kr,hdeep,h,ht,hb,hc,Rc,Ac,m,toe1 or berm2,Wb,Wh,Wt,Dn50 A,tA,Dn50 F,tF,Dn50 C,tC,p,P,Gc,B,cot_ d f,cot_ incl f,cot_ excl f,cot_ u f,cot_ u b,_f,"s-1,0",Hm0/Dn50,Rc/Hmo,B/Hmo,
1911,Seebrook&Hall (1998),D95-4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.099,1.109,1.164,0.924,1.058,1.906,1,0.000,0.061,0.061,0.616,0.000,0.950,0.450,0.450,0.000,0.250,-0.200,-0.200,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,2.500,2.500,5.000,5.000,5.000,5.000,5.000,0.400,0.057,1.678,-2.020,25.253,
1912,Seebrook&Hall (1998),D95-5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.103,1.354,1.422,1.129,1.293,2.540,1,0.000,0.064,0.064,0.621,0.000,0.950,0.450,0.450,0.000,0.250,-0.200,-0.200,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,2.500,2.500,5.000,5.000,5.000,5.000,5.000,0.400,0.039,1.746,-1.942,24.272,
1913,Seebrook&Hall (1998),D95-6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.101,2.031,2.133,1.693,1.939,4.180,1,0.000,0.069,0.069,0.683,0.000,0.950,0.450,0.450,0.000,0.250,-0.200,-0.200,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,2.500,2.500,5.000,5.000,5.000,5.000,5.000,0.400,0.017,1.712,-1.980,24.752,
1914,Seebrook&Hall (1998),D95-7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.132,1.219,1.280,1.016,1.164,2.194,1,0.000,0.073,0.073,0.553,0.000,0.950,0.450,0.450,0.000,0.250,-0.200,-0.200,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,2.500,2.500,5.000,5.000,5.000,5.000,5.000,0.400,0.062,2.237,-1.515,18.939,
1915,Seebrook&Hall (1998),D95-8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.146,1.354,1.422,1.129,1.293,2.540,1,0.000,0.082,0.082,0.562,0.000,0.950,0.450,0.450,0.000,0.250,-0.200,-0.200,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,2.500,2.500,5.000,5.000,5.000,5.000,5.000,0.400,0.056,2.475,-1.370,17.123,
1916,Seebrook&Hall (1998),D95-9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.145,2.031,2.133,1.693,1.939,4.180,1,0.000,0.088,0.088,0.607,0.000,0.950,0.450,0.450,0.000,0.250,-0.200,-0.200,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,2.500,2.500,5.000,5.000,5.000,5.000,5.000,0.400,0.025,2.458,-1.379,17.241,
1917,Seebrook&Hall (1998),D95-10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.183,1.524,1.600,1.270,1.455,2.962,1,0.000,0.092,0.092,0.503,0.000,0.950,0.450,0.450,0.000,0.250,-0.200,-0.200,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,2.500,2.500,5.000,5.000,5.000,5.000,5.000,0.400,0.055,3.102,-1.093,13.661,
1918,Seebrook&Hall (1998),D95-11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.184,2.031,2.133,1.693,1.939,4.180,1,0.000,0.095,0.095,0.516,0.000,0.950,0.450,0.450,0.000,0.250,-0.200,-0.200,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,2.500,2.500,5.000,5.000,5.000,5.000,5.000,0.400,0.031,3.119,-1.087,13.587,
1919,Seebrook&Hall (1998),D75-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,1.109,1.164,0.924,1.058,1.595,1,0.000,0.001,0.001,0.020,0.000,0.750,0.250,0.250,0.000,0.250,0.000,0.000,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.029,0.864,0.000,29.412,
1920,Seebrook&Hall (1998),D75-2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.053,1.524,1.600,1.270,1.455,2.339,1,0.000,0.002,0.002,0.038,0.000,0.750,0.250,0.250,0.000,0.250,0.000,0.000,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.016,0.898,0.000,28.302,
1921,Seebrook&Hall (1998),D75-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,2.031,2.133,1.693,1.939,3.215,1,0.000,0.003,0.003,0.059,0.000,0.750,0.250,0.250,0.000,0.250,0.000,0.000,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.009,0.864,0.000,29.412,
1922,Seebrook&Hall (1998),D75-4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.096,1.109,1.164,0.924,1.058,1.595,1,0.000,0.002,0.002,0.021,0.000,0.750,0.250,0.250,0.000,0.250,0.000,0.000,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.055,1.627,0.000,15.625,
1923,Seebrook&Hall (1998),D75-5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.102,1.354,1.422,1.129,1.293,2.040,1,0.000,0.002,0.002,0.020,0.000,0.750,0.250,0.250,0.000,0.250,0.000,0.000,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.039,1.729,0.000,14.706,
1924,Seebrook&Hall (1998),D75-6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.099,2.031,2.133,1.693,1.939,3.215,1,0.000,0.004,0.004,0.040,0.000,0.750,0.250,0.250,0.000,0.250,0.000,0.000,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.017,1.678,0.000,15.152,
1925,Seebrook&Hall (1998),D75-7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.129,1.109,1.164,0.924,1.058,1.595,1,0.000,0.002,0.002,0.016,0.000,0.750,0.250,0.250,0.000,0.250,0.000,0.000,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.074,2.186,0.000,11.628,
1926,Seebrook&Hall (1998),D75-8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.144,1.524,1.600,1.270,1.455,2.339,1,0.000,0.006,0.006,0.042,0.000,0.750,0.250,0.250,0.000,0.250,0.000,0.000,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.044,2.441,0.000,10.417,
1927,Seebrook&Hall (1998),D75-9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.143,2.031,2.133,1.693,1.939,3.215,1,0.000,0.009,0.009,0.063,0.000,0.750,0.250,0.250,0.000,0.250,0.000,0.000,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.024,2.424,0.000,10.490,
1928,Seebrook&Hall (1998),D80-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.048,1.109,1.164,0.924,1.058,1.699,1,0.000,0.019,0.019,0.396,0.000,0.800,0.300,0.300,0.000,0.250,-0.050,-0.050,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.027,0.814,-1.042,31.250,
1929,Seebrook&Hall (1998),D80-2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.049,1.524,1.600,1.270,1.455,2.527,1,0.000,0.019,0.019,0.388,0.000,0.800,0.300,0.300,0.000,0.250,-0.050,-0.050,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.015,0.831,-1.020,30.612,
1930,Seebrook&Hall (1998),D80-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.049,2.031,2.133,1.693,1.939,3.495,1,0.000,0.022,0.022,0.449,0.000,0.800,0.300,0.300,0.000,0.250,-0.050,-0.050,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.008,0.831,-1.020,30.612,
1931,Seebrook&Hall (1998),D80-4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.094,1.109,1.164,0.924,1.058,1.699,1,0.000,0.026,0.026,0.277,0.000,0.800,0.300,0.300,0.000,0.250,-0.050,-0.050,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.054,1.593,-0.532,15.957,
1932,Seebrook&Hall (1998),D80-5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.099,1.524,1.600,1.270,1.455,2.527,1,0.000,0.029,0.029,0.293,0.000,0.800,0.300,0.300,0.000,0.250,-0.050,-0.050,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.030,1.678,-0.505,15.152,
1933,Seebrook&Hall (1998),D80-6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.095,2.031,2.133,1.693,1.939,3.495,1,0.000,0.027,0.027,0.284,0.000,0.800,0.300,0.300,0.000,0.250,-0.050,-0.050,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.016,1.610,-0.526,15.789,
1934,Seebrook&Hall (1998),D80-7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.130,1.109,1.164,0.924,1.058,1.699,1,0.000,0.033,0.033,0.254,0.000,0.800,0.300,0.300,0.000,0.250,-0.050,-0.050,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.074,2.203,-0.385,11.538,
1935,Seebrook&Hall (1998),D80-8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.144,1.354,1.422,1.129,1.293,2.194,1,0.000,0.037,0.037,0.257,0.000,0.800,0.300,0.300,0.000,0.250,-0.050,-0.050,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.055,2.441,-0.347,10.417,
1936,Seebrook&Hall (1998),D80-9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.138,2.031,2.133,1.693,1.939,3.495,1,0.000,0.035,0.035,0.254,0.000,0.800,0.300,0.300,0.000,0.250,-0.050,-0.050,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.024,2.339,-0.362,10.870,
1937,Seebrook&Hall (1998),D85-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.050,1.109,1.164,0.924,1.058,1.783,1,0.000,0.029,0.029,0.580,0.000,0.850,0.350,0.350,0.000,0.250,-0.100,-0.100,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.029,0.847,-2.000,30.000,
1938,Seebrook&Hall (1998),D85-2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,1.354,1.422,1.129,1.293,2.326,1,0.000,0.031,0.031,0.608,0.000,0.850,0.350,0.350,0.000,0.250,-0.100,-0.100,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.020,0.864,-1.961,29.412,
1939,Seebrook&Hall (1998),D85-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,2.031,2.133,1.693,1.939,3.746,1,0.000,0.033,0.033,0.647,0.000,0.850,0.350,0.350,0.000,0.250,-0.100,-0.100,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.009,0.864,-1.961,29.412,
1940,Seebrook&Hall (1998),D85-4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.093,1.109,1.164,0.924,1.058,1.783,1,0.000,0.045,0.045,0.484,0.000,0.850,0.350,0.350,0.000,0.250,-0.100,-0.100,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.053,1.576,-1.075,16.129,
1941,Seebrook&Hall (1998),D85-5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.098,1.524,1.600,1.270,1.455,2.690,1,0.000,0.049,0.049,0.500,0.000,0.850,0.350,0.350,0.000,0.250,-0.100,-0.100,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.030,1.661,-1.020,15.306,
1942,Seebrook&Hall (1998),D85-6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.099,2.031,2.133,1.693,1.939,3.746,1,0.000,0.052,0.052,0.525,0.000,0.850,0.350,0.350,0.000,0.250,-0.100,-0.100,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.017,1.678,-1.010,15.152,
1943,Seebrook&Hall (1998),D85-7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.128,1.109,1.164,0.924,1.058,1.783,1,0.000,0.054,0.054,0.422,0.000,0.850,0.350,0.350,0.000,0.250,-0.100,-0.100,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.073,2.169,-0.781,11.719,
1944,Seebrook&Hall (1998),D85-8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.142,1.354,1.422,1.129,1.293,2.326,1,0.000,0.056,0.056,0.394,0.000,0.850,0.350,0.350,0.000,0.250,-0.100,-0.100,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.054,2.407,-0.704,10.563,
1945,Seebrook&Hall (1998),D85-9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.142,2.031,2.133,1.693,1.939,3.746,1,0.000,0.062,0.062,0.437,0.000,0.850,0.350,0.350,0.000,0.250,-0.100,-0.100,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.024,2.407,-0.704,10.563,
1946,Seebrook&Hall (1998),D85-10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.178,1.524,1.600,1.270,1.455,2.690,1,0.000,0.061,0.061,0.343,0.000,0.850,0.350,0.350,0.000,0.250,-0.100,-0.100,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.054,3.017,-0.562,8.427,
1947,Seebrook&Hall (1998),D85-11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.180,2.031,2.133,1.693,1.939,3.746,1,0.000,0.063,0.063,0.350,0.000,0.850,0.350,0.350,0.000,0.250,-0.100,-0.100,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.031,3.051,-0.556,8.333,
1948,Seebrook&Hall (1998),D90-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,1.109,1.164,0.924,1.058,1.851,1,0.000,0.036,0.036,0.706,0.000,0.900,0.400,0.400,0.000,0.250,-0.150,-0.150,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.029,0.864,-2.941,29.412,
1949,Seebrook&Hall (1998),D90-2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.053,1.354,1.422,1.129,1.293,2.440,1,0.000,0.037,0.037,0.698,0.000,0.900,0.400,0.400,0.000,0.250,-0.150,-0.150,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.020,0.898,-2.830,28.302,
1950,Seebrook&Hall (1998),D90-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.052,2.031,2.133,1.693,1.939,3.973,1,0.000,0.039,0.039,0.750,0.000,0.900,0.400,0.400,0.000,0.250,-0.150,-0.150,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.009,0.881,-2.885,28.846,
1951,Seebrook&Hall (1998),D90-4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.096,1.109,1.164,0.924,1.058,1.851,1,0.000,0.059,0.059,0.615,0.000,0.900,0.400,0.400,0.000,0.250,-0.150,-0.150,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.055,1.627,-1.563,15.625,
1952,Seebrook&Hall (1998),D90-5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.101,1.524,1.600,1.270,1.455,2.834,1,0.000,0.066,0.066,0.653,0.000,0.900,0.400,0.400,0.000,0.250,-0.150,-0.150,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.031,1.712,-1.485,14.851,
1953,Seebrook&Hall (1998),D90-6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.101,2.031,2.133,1.693,1.939,3.973,1,0.000,0.070,0.070,0.693,0.000,0.900,0.400,0.400,0.000,0.250,-0.150,-0.150,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.017,1.712,-1.485,14.851,
1954,Seebrook&Hall (1998),D90-7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.129,1.109,1.164,0.924,1.058,1.851,1,0.000,0.071,0.071,0.550,0.000,0.900,0.400,0.400,0.000,0.250,-0.150,-0.150,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.074,2.186,-1.163,11.628,
1955,Seebrook&Hall (1998),D90-8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.145,1.524,1.600,1.270,1.455,2.834,1,0.000,0.081,0.081,0.559,0.000,0.900,0.400,0.400,0.000,0.250,-0.150,-0.150,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.044,2.458,-1.034,10.345,
1956,Seebrook&Hall (1998),D90-9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.145,2.031,2.133,1.693,1.939,3.973,1,0.000,0.082,0.082,0.566,0.000,0.900,0.400,0.400,0.000,0.250,-0.150,-0.150,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.025,2.458,-1.034,10.345,
1957,Seebrook&Hall (1998),D90-10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.179,1.524,1.600,1.270,1.455,2.834,1,0.000,0.086,0.086,0.480,0.000,0.900,0.400,0.400,0.000,0.250,-0.150,-0.150,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.054,3.034,-0.838,8.380,
1958,Seebrook&Hall (1998),D90-11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.182,2.031,2.133,1.693,1.939,3.973,1,0.000,0.091,0.091,0.500,0.000,0.900,0.400,0.400,0.000,0.250,-0.150,-0.150,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.031,3.085,-0.824,8.242,
1959,Seebrook&Hall (1998),D95-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.055,1.109,1.164,0.924,1.058,1.906,1,0.000,0.040,0.040,0.727,0.000,0.950,0.450,0.450,0.000,0.250,-0.200,-0.200,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.031,0.932,-3.636,27.273,
1960,Seebrook&Hall (1998),D95-2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.055,1.354,1.422,1.129,1.293,2.540,1,0.000,0.040,0.040,0.727,0.000,0.950,0.450,0.450,0.000,0.250,-0.200,-0.200,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.021,0.932,-3.636,27.273,
1961,Seebrook&Hall (1998),D95-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.053,2.031,2.133,1.693,1.939,4.180,1,0.000,0.041,0.041,0.774,0.000,0.950,0.450,0.450,0.000,0.250,-0.200,-0.200,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.009,0.898,-3.774,28.302,
1962,Seebrook&Hall (1998),D95-4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.102,1.109,1.164,0.924,1.058,1.906,1,0.000,0.068,0.068,0.667,0.000,0.950,0.450,0.450,0.000,0.250,-0.200,-0.200,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.058,1.729,-1.961,14.706,
1963,Seebrook&Hall (1998),D95-5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.105,1.354,1.422,1.129,1.293,2.540,1,0.000,0.074,0.074,0.705,0.000,0.950,0.450,0.450,0.000,0.250,-0.200,-0.200,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.040,1.780,-1.905,14.286,
1964,Seebrook&Hall (1998),D95-6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.104,2.031,2.133,1.693,1.939,4.180,1,0.000,0.078,0.078,0.750,0.000,0.950,0.450,0.450,0.000,0.250,-0.200,-0.200,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.018,1.763,-1.923,14.423,
1965,Seebrook&Hall (1998),D95-7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.137,1.219,1.280,1.016,1.164,2.194,1,0.000,0.083,0.083,0.606,0.000,0.950,0.450,0.450,0.000,0.250,-0.200,-0.200,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.065,2.322,-1.460,10.949,
1966,Seebrook&Hall (1998),D95-8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.151,1.524,1.600,1.270,1.455,2.962,1,0.000,0.096,0.096,0.636,0.000,0.950,0.450,0.450,0.000,0.250,-0.200,-0.200,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.046,2.559,-1.325,9.934,
1967,Seebrook&Hall (1998),D95-9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.148,2.031,2.133,1.693,1.939,4.180,1,0.000,0.100,0.100,0.676,0.000,0.950,0.450,0.450,0.000,0.250,-0.200,-0.200,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.025,2.508,-1.351,10.135,
